Zone_import,Zone_demand,Transport_eu_mode,Unit,Transport_eu_distance
BEL_IMP06,AUT_DEM01,Pip,[1000km],0.769663991
BEL_IMP06,BEL_DEM01,Pip,[1000km],0.1
BEL_IMP06,BGR_DEM01,Pip,[1000km],1.791810586
BEL_IMP06,HRV_DEM01,Pip,[1000km],1.074851419
BEL_IMP06,CZE_DEM01,Pip,[1000km],0.768103696
BEL_IMP06,DNK_DEM01,Pip,[1000km],0.691893685
BEL_IMP06,EST_DEM01,Pip,[1000km],1.605686727
BEL_IMP06,FIN_DEM01,Pip,[1000km],1.992437783
BEL_IMP06,FRA_DEM01,Pip,[1000km],0.479470323
BEL_IMP06,DEU_DEM01,Pip,[1000km],0.406470473
BEL_IMP06,GRC_DEM01,Pip,[1000km],1.925784727
BEL_IMP06,HUN_DEM01,Pip,[1000km],1.145960413
BEL_IMP06,ITA_DEM01,Pip,[1000km],1.038871808
BEL_IMP06,LVA_DEM01,Pip,[1000km],1.497329586
BEL_IMP06,LTU_DEM01,Pip,[1000km],1.387527557
BEL_IMP06,LUX_DEM01,Pip,[1000km],0.140509765
BEL_IMP06,NLD_DEM01,Pip,[1000km],0.18989021
BEL_IMP06,POL_DEM01,Pip,[1000km],1.037230525
BEL_IMP06,PRT_DEM01,Pip,[1000km],1.604019757
BEL_IMP06,ROU_DEM01,Pip,[1000km],1.593636432
BEL_IMP06,SVK_DEM01,Pip,[1000km],1.089693717
BEL_IMP06,SVN_DEM01,Pip,[1000km],0.90384206
BEL_IMP06,ESP_DEM01,Pip,[1000km],3.010465128
BEL_IMP06,ESP_DEM01,Pip,[1000km],1.304437301
BEL_IMP06,SWE_DEM01,Pip,[1000km],1.535761756
BEL_IMP06,GBR_DEM01,Pip,[1000km],0.645584883
BEL_IMP06,NOR_DEM01,Pip,[1000km],1.633550588
BEL_IMP06,CHE_DEM01,Pip,[1000km],0.501254426
DEU_IMP06,AUT_DEM01,Pip,[1000km],0.476104332
DEU_IMP06,BEL_DEM01,Pip,[1000km],0.406470473
DEU_IMP06,BGR_DEM01,Pip,[1000km],1.45722528
DEU_IMP06,HRV_DEM01,Pip,[1000km],0.808356275
DEU_IMP06,CZE_DEM01,Pip,[1000km],0.382630648
DEU_IMP06,DNK_DEM01,Pip,[1000km],0.541035385
DEU_IMP06,EST_DEM01,Pip,[1000km],1.280390775
DEU_IMP06,FIN_DEM01,Pip,[1000km],1.754107944
DEU_IMP06,FRA_DEM01,Pip,[1000km],0.765106238
DEU_IMP06,DEU_DEM01,Pip,[1000km],0.1
DEU_IMP06,GRC_DEM01,Pip,[1000km],1.658907442
DEU_IMP06,HUN_DEM01,Pip,[1000km],0.789841277
DEU_IMP06,ITA_DEM01,Pip,[1000km],0.932628606
DEU_IMP06,LVA_DEM01,Pip,[1000km],1.144905635
DEU_IMP06,LTU_DEM01,Pip,[1000km],1.015074904
DEU_IMP06,LUX_DEM01,Pip,[1000km],0.340006977
DEU_IMP06,NLD_DEM01,Pip,[1000km],0.354231915
DEU_IMP06,POL_DEM01,Pip,[1000km],0.633647088
DEU_IMP06,PRT_DEM01,Pip,[1000km],1.949630148
DEU_IMP06,ROU_DEM01,Pip,[1000km],1.22329356
DEU_IMP06,SVK_DEM01,Pip,[1000km],0.705316371
DEU_IMP06,SVN_DEM01,Pip,[1000km],0.643059245
DEU_IMP06,ESP_DEM01,Pip,[1000km],3.338773538
DEU_IMP06,ESP_DEM01,Pip,[1000km],1.603416525
DEU_IMP06,SWE_DEM01,Pip,[1000km],1.355550481
DEU_IMP06,GBR_DEM01,Pip,[1000km],0.959821291
DEU_IMP06,NOR_DEM01,Pip,[1000km],1.50139092
DEU_IMP06,CHE_DEM01,Pip,[1000km],0.504037753
ESP_IMP06,AUT_DEM01,Pip,[1000km],1.620116562
ESP_IMP06,AUT_DEM01,Pip,[1000km],3.344960535
ESP_IMP06,BEL_DEM01,Pip,[1000km],1.304437301
ESP_IMP06,BEL_DEM01,Pip,[1000km],3.010465128
ESP_IMP06,BGR_DEM01,Pip,[1000km],2.398420793
ESP_IMP06,BGR_DEM01,Pip,[1000km],3.991233667
ESP_IMP06,HRV_DEM01,Pip,[1000km],1.705694957
ESP_IMP06,HRV_DEM01,Pip,[1000km],3.380526108
ESP_IMP06,CZE_DEM01,Pip,[1000km],1.803274863
ESP_IMP06,CZE_DEM01,Pip,[1000km],3.540368474
ESP_IMP06,DNK_DEM01,Pip,[1000km],1.995658293
ESP_IMP06,DNK_DEM01,Pip,[1000km],3.687106355
ESP_IMP06,EST_DEM01,Pip,[1000km],2.881718048
ESP_IMP06,EST_DEM01,Pip,[1000km],4.610478646
ESP_IMP06,FIN_DEM01,Pip,[1000km],3.296737828
ESP_IMP06,FIN_DEM01,Pip,[1000km],4.978886303
ESP_IMP06,FRA_DEM01,Pip,[1000km],0.842496269
ESP_IMP06,FRA_DEM01,Pip,[1000km],2.573816098
ESP_IMP06,DEU_DEM01,Pip,[1000km],1.603416525
ESP_IMP06,DEU_DEM01,Pip,[1000km],3.338773538
ESP_IMP06,GRC_DEM01,Pip,[1000km],2.264020993
ESP_IMP06,GRC_DEM01,Pip,[1000km],3.742001664
ESP_IMP06,HUN_DEM01,Pip,[1000km],1.982893747
ESP_IMP06,HUN_DEM01,Pip,[1000km],3.684086429
ESP_IMP06,ITA_DEM01,Pip,[1000km],1.323020487
ESP_IMP06,ITA_DEM01,Pip,[1000km],2.96182431
ESP_IMP06,LVA_DEM01,Pip,[1000km],2.747390443
ESP_IMP06,LVA_DEM01,Pip,[1000km],4.483662195
ESP_IMP06,LTU_DEM01,Pip,[1000km],2.60936411
ESP_IMP06,LTU_DEM01,Pip,[1000km],4.34885811
ESP_IMP06,LUX_DEM01,Pip,[1000km],1.285136922
ESP_IMP06,LUX_DEM01,Pip,[1000km],3.01155212
ESP_IMP06,NLD_DEM01,Pip,[1000km],1.49050312
ESP_IMP06,NLD_DEM01,Pip,[1000km],3.186738414
ESP_IMP06,POL_DEM01,Pip,[1000km],2.179644445
ESP_IMP06,POL_DEM01,Pip,[1000km],3.919479811
ESP_IMP06,PRT_DEM01,Pip,[1000km],0.441650629
ESP_IMP06,PRT_DEM01,Pip,[1000km],1.410554142
ESP_IMP06,ROU_DEM01,Pip,[1000km],2.380585228
ESP_IMP06,ROU_DEM01,Pip,[1000km],4.043428253
ESP_IMP06,SVK_DEM01,Pip,[1000km],2.036281591
ESP_IMP06,SVK_DEM01,Pip,[1000km],3.756487704
ESP_IMP06,SVN_DEM01,Pip,[1000km],1.613629444
ESP_IMP06,SVN_DEM01,Pip,[1000km],3.316146569
ESP_IMP06,ESP_DEM01,Pip,[1000km],0.1
ESP_IMP06,ESP_DEM01,Pip,[1000km],0.1
ESP_IMP06,SWE_DEM01,Pip,[1000km],2.832349236
ESP_IMP06,SWE_DEM01,Pip,[1000km],4.490661105
ESP_IMP06,GBR_DEM01,Pip,[1000km],1.531792298
ESP_IMP06,GBR_DEM01,Pip,[1000km],3.049986474
ESP_IMP06,NOR_DEM01,Pip,[1000km],2.909374599
ESP_IMP06,NOR_DEM01,Pip,[1000km],4.530328073
ESP_IMP06,CHE_DEM01,Pip,[1000km],1.18335513
ESP_IMP06,CHE_DEM01,Pip,[1000km],2.920526089
EST_IMP06,AUT_DEM01,Pip,[1000km],1.445321194
EST_IMP06,BEL_DEM01,Pip,[1000km],1.605686727
EST_IMP06,BGR_DEM01,Pip,[1000km],1.770278381
EST_IMP06,HRV_DEM01,Pip,[1000km],1.637176755
EST_IMP06,CZE_DEM01,Pip,[1000km],1.193075653
EST_IMP06,DNK_DEM01,Pip,[1000km],0.977807002
EST_IMP06,EST_DEM01,Pip,[1000km],0.1
EST_IMP06,FIN_DEM01,Pip,[1000km],0.650444169
EST_IMP06,FRA_DEM01,Pip,[1000km],2.039915755
EST_IMP06,DEU_DEM01,Pip,[1000km],1.280390775
EST_IMP06,GRC_DEM01,Pip,[1000km],2.187985523
EST_IMP06,HUN_DEM01,Pip,[1000km],1.343658658
EST_IMP06,ITA_DEM01,Pip,[1000km],1.996987559
EST_IMP06,LVA_DEM01,Pip,[1000km],0.205427715
EST_IMP06,LTU_DEM01,Pip,[1000km],0.384700681
EST_IMP06,LUX_DEM01,Pip,[1000km],1.59932064
EST_IMP06,NLD_DEM01,Pip,[1000km],1.441221227
EST_IMP06,POL_DEM01,Pip,[1000km],0.825260683
EST_IMP06,PRT_DEM01,Pip,[1000km],3.208595755
EST_IMP06,ROU_DEM01,Pip,[1000km],1.428162771
EST_IMP06,SVK_DEM01,Pip,[1000km],1.177596974
EST_IMP06,SVN_DEM01,Pip,[1000km],1.57067319
EST_IMP06,ESP_DEM01,Pip,[1000km],4.610478646
EST_IMP06,ESP_DEM01,Pip,[1000km],2.881718048
EST_IMP06,SWE_DEM01,Pip,[1000km],0.662445345
EST_IMP06,GBR_DEM01,Pip,[1000km],1.80961807
EST_IMP06,NOR_DEM01,Pip,[1000km],0.882865569
EST_IMP06,CHE_DEM01,Pip,[1000km],1.752916518
FIN_IMP06,AUT_DEM01,Pip,[1000km],2.020280294
FIN_IMP06,BEL_DEM01,Pip,[1000km],1.992437783
FIN_IMP06,BGR_DEM01,Pip,[1000km],2.420322301
FIN_IMP06,HRV_DEM01,Pip,[1000km],2.249757709
FIN_IMP06,CZE_DEM01,Pip,[1000km],1.765806051
FIN_IMP06,DNK_DEM01,Pip,[1000km],1.301218904
FIN_IMP06,EST_DEM01,Pip,[1000km],0.650444169
FIN_IMP06,FIN_DEM01,Pip,[1000km],0.1
FIN_IMP06,FRA_DEM01,Pip,[1000km],2.464232743
FIN_IMP06,DEU_DEM01,Pip,[1000km],1.754107944
FIN_IMP06,GRC_DEM01,Pip,[1000km],2.837819742
FIN_IMP06,HUN_DEM01,Pip,[1000km],1.974347522
FIN_IMP06,ITA_DEM01,Pip,[1000km],2.577540409
FIN_IMP06,LVA_DEM01,Pip,[1000km],0.854672638
FIN_IMP06,LTU_DEM01,Pip,[1000km],1.029418421
FIN_IMP06,LUX_DEM01,Pip,[1000km],2.026118121
FIN_IMP06,NLD_DEM01,Pip,[1000km],1.806566228
FIN_IMP06,POL_DEM01,Pip,[1000km],1.433973015
FIN_IMP06,PRT_DEM01,Pip,[1000km],3.569067425
FIN_IMP06,ROU_DEM01,Pip,[1000km],2.078476492
FIN_IMP06,SVK_DEM01,Pip,[1000km],1.804638411
FIN_IMP06,SVN_DEM01,Pip,[1000km],2.163038371
FIN_IMP06,ESP_DEM01,Pip,[1000km],4.978886303
FIN_IMP06,ESP_DEM01,Pip,[1000km],3.296737828
FIN_IMP06,SWE_DEM01,Pip,[1000km],0.50849124
FIN_IMP06,GBR_DEM01,Pip,[1000km],1.992306592
FIN_IMP06,NOR_DEM01,Pip,[1000km],0.585070933
FIN_IMP06,CHE_DEM01,Pip,[1000km],2.255478586
FRA_IMP06,AUT_DEM01,Pip,[1000km],0.88660369
FRA_IMP06,BEL_DEM01,Pip,[1000km],0.479470323
FRA_IMP06,BGR_DEM01,Pip,[1000km],1.840691804
FRA_IMP06,HRV_DEM01,Pip,[1000km],1.088923184
FRA_IMP06,CZE_DEM01,Pip,[1000km],1.013306707
FRA_IMP06,DNK_DEM01,Pip,[1000km],1.167602822
FRA_IMP06,EST_DEM01,Pip,[1000km],2.039915755
FRA_IMP06,FIN_DEM01,Pip,[1000km],2.464232743
FRA_IMP06,FRA_DEM01,Pip,[1000km],0.1
FRA_IMP06,DEU_DEM01,Pip,[1000km],0.765106238
FRA_IMP06,GRC_DEM01,Pip,[1000km],1.857720155
FRA_IMP06,HUN_DEM01,Pip,[1000km],1.28487101
FRA_IMP06,ITA_DEM01,Pip,[1000km],0.862330177
FRA_IMP06,LVA_DEM01,Pip,[1000km],1.909882025
FRA_IMP06,LTU_DEM01,Pip,[1000km],1.778235244
FRA_IMP06,LUX_DEM01,Pip,[1000km],0.44290906
FRA_IMP06,NLD_DEM01,Pip,[1000km],0.669360177
FRA_IMP06,POL_DEM01,Pip,[1000km],1.367186507
FRA_IMP06,PRT_DEM01,Pip,[1000km],1.188606964
FRA_IMP06,ROU_DEM01,Pip,[1000km],1.726149511
FRA_IMP06,SVK_DEM01,Pip,[1000km],1.292270597
FRA_IMP06,SVN_DEM01,Pip,[1000km],0.945233477
FRA_IMP06,ESP_DEM01,Pip,[1000km],2.573816098
FRA_IMP06,ESP_DEM01,Pip,[1000km],0.842496269
FRA_IMP06,SWE_DEM01,Pip,[1000km],2.014353161
FRA_IMP06,GBR_DEM01,Pip,[1000km],0.928429534
FRA_IMP06,NOR_DEM01,Pip,[1000km],2.112314531
FRA_IMP06,CHE_DEM01,Pip,[1000km],0.435437731
GBR_IMP06,AUT_DEM01,Pip,[1000km],1.398472357
GBR_IMP06,BEL_DEM01,Pip,[1000km],0.645584883
GBR_IMP06,BGR_DEM01,Pip,[1000km],2.411491904
GBR_IMP06,HRV_DEM01,Pip,[1000km],1.71500167
GBR_IMP06,CZE_DEM01,Pip,[1000km],1.341630832
GBR_IMP06,DNK_DEM01,Pip,[1000km],0.849735649
GBR_IMP06,EST_DEM01,Pip,[1000km],1.80961807
GBR_IMP06,FIN_DEM01,Pip,[1000km],1.992306592
GBR_IMP06,FRA_DEM01,Pip,[1000km],0.928429534
GBR_IMP06,DEU_DEM01,Pip,[1000km],0.959821291
GBR_IMP06,GRC_DEM01,Pip,[1000km],2.569259049
GBR_IMP06,HUN_DEM01,Pip,[1000km],1.74842652
GBR_IMP06,ITA_DEM01,Pip,[1000km],1.672400351
GBR_IMP06,LVA_DEM01,Pip,[1000km],1.770879364
GBR_IMP06,LTU_DEM01,Pip,[1000km],1.71974654
GBR_IMP06,LUX_DEM01,Pip,[1000km],0.785942224
GBR_IMP06,NLD_DEM01,Pip,[1000km],0.606391379
GBR_IMP06,POL_DEM01,Pip,[1000km],1.502621416
GBR_IMP06,PRT_DEM01,Pip,[1000km],1.673302965
GBR_IMP06,ROU_DEM01,Pip,[1000km],2.18238426
GBR_IMP06,SVK_DEM01,Pip,[1000km],1.661928058
GBR_IMP06,SVN_DEM01,Pip,[1000km],1.543282436
GBR_IMP06,ESP_DEM01,Pip,[1000km],3.049986474
GBR_IMP06,ESP_DEM01,Pip,[1000km],1.531792298
GBR_IMP06,SWE_DEM01,Pip,[1000km],1.485309299
GBR_IMP06,GBR_DEM01,Pip,[1000km],0.1
GBR_IMP06,NOR_DEM01,Pip,[1000km],1.490493387
GBR_IMP06,CHE_DEM01,Pip,[1000km],1.134594217
GRC_IMP06,AUT_DEM01,Pip,[1000km],1.185153949
GRC_IMP06,BEL_DEM01,Pip,[1000km],1.925784727
GRC_IMP06,BGR_DEM01,Pip,[1000km],0.452508227
GRC_IMP06,HRV_DEM01,Pip,[1000km],0.856900043
GRC_IMP06,CZE_DEM01,Pip,[1000km],1.330812966
GRC_IMP06,DNK_DEM01,Pip,[1000km],2.107265451
GRC_IMP06,EST_DEM01,Pip,[1000km],2.187985523
GRC_IMP06,FIN_DEM01,Pip,[1000km],2.837819742
GRC_IMP06,FRA_DEM01,Pip,[1000km],1.857720155
GRC_IMP06,DEU_DEM01,Pip,[1000km],1.658907442
GRC_IMP06,GRC_DEM01,Pip,[1000km],0.1
GRC_IMP06,HUN_DEM01,Pip,[1000km],0.944533041
GRC_IMP06,ITA_DEM01,Pip,[1000km],1.005071614
GRC_IMP06,LVA_DEM01,Pip,[1000km],1.98319062
GRC_IMP06,LTU_DEM01,Pip,[1000km],1.809841039
GRC_IMP06,LUX_DEM01,Pip,[1000km],1.786847262
GRC_IMP06,NLD_DEM01,Pip,[1000km],1.983055073
GRC_IMP06,POL_DEM01,Pip,[1000km],1.476951982
GRC_IMP06,PRT_DEM01,Pip,[1000km],2.70437869
GRC_IMP06,ROU_DEM01,Pip,[1000km],0.770455876
GRC_IMP06,SVK_DEM01,Pip,[1000km],1.106336169
GRC_IMP06,SVN_DEM01,Pip,[1000km],1.028318127
GRC_IMP06,ESP_DEM01,Pip,[1000km],3.742001664
GRC_IMP06,ESP_DEM01,Pip,[1000km],2.264020993
GRC_IMP06,SWE_DEM01,Pip,[1000km],2.671944437
GRC_IMP06,GBR_DEM01,Pip,[1000km],2.569259049
GRC_IMP06,NOR_DEM01,Pip,[1000km],2.883054993
GRC_IMP06,CHE_DEM01,Pip,[1000km],1.473539669
HUN_IMP06,AUT_DEM01,Pip,[1000km],0.400944894
HUN_IMP06,BEL_DEM01,Pip,[1000km],1.145960413
HUN_IMP06,BGR_DEM01,Pip,[1000km],0.670710188
HUN_IMP06,HRV_DEM01,Pip,[1000km],0.330311416
HUN_IMP06,CZE_DEM01,Pip,[1000km],0.415733064
HUN_IMP06,DNK_DEM01,Pip,[1000km],1.172365792
HUN_IMP06,EST_DEM01,Pip,[1000km],1.343658658
HUN_IMP06,FIN_DEM01,Pip,[1000km],1.974347522
HUN_IMP06,FRA_DEM01,Pip,[1000km],1.28487101
HUN_IMP06,DEU_DEM01,Pip,[1000km],0.789841277
HUN_IMP06,GRC_DEM01,Pip,[1000km],0.944533041
HUN_IMP06,HUN_DEM01,Pip,[1000km],0.1
HUN_IMP06,ITA_DEM01,Pip,[1000km],0.755220948
HUN_IMP06,LVA_DEM01,Pip,[1000km],1.14194817
HUN_IMP06,LTU_DEM01,Pip,[1000km],0.960759813
HUN_IMP06,LUX_DEM01,Pip,[1000km],1.025470171
HUN_IMP06,NLD_DEM01,Pip,[1000km],1.142039369
HUN_IMP06,POL_DEM01,Pip,[1000km],0.551451986
HUN_IMP06,PRT_DEM01,Pip,[1000km],2.401972954
HUN_IMP06,ROU_DEM01,Pip,[1000km],0.450959819
HUN_IMP06,SVK_DEM01,Pip,[1000km],0.17144509
HUN_IMP06,SVN_DEM01,Pip,[1000km],0.369741967
HUN_IMP06,ESP_DEM01,Pip,[1000km],3.684086429
HUN_IMP06,ESP_DEM01,Pip,[1000km],1.982893747
HUN_IMP06,SWE_DEM01,Pip,[1000km],1.747241134
HUN_IMP06,GBR_DEM01,Pip,[1000km],1.74842652
HUN_IMP06,NOR_DEM01,Pip,[1000km],1.951201449
HUN_IMP06,CHE_DEM01,Pip,[1000km],0.850714489
ITA_IMP06,AUT_DEM01,Pip,[1000km],0.557300036
ITA_IMP06,BEL_DEM01,Pip,[1000km],1.038871808
ITA_IMP06,BGR_DEM01,Pip,[1000km],1.075817163
ITA_IMP06,HRV_DEM01,Pip,[1000km],0.429179733
ITA_IMP06,CZE_DEM01,Pip,[1000km],0.812023651
ITA_IMP06,DNK_DEM01,Pip,[1000km],1.471655828
ITA_IMP06,EST_DEM01,Pip,[1000km],1.996987559
ITA_IMP06,FIN_DEM01,Pip,[1000km],2.577540409
ITA_IMP06,FRA_DEM01,Pip,[1000km],0.862330177
ITA_IMP06,DEU_DEM01,Pip,[1000km],0.932628606
ITA_IMP06,GRC_DEM01,Pip,[1000km],1.005071614
ITA_IMP06,HUN_DEM01,Pip,[1000km],0.755220948
ITA_IMP06,ITA_DEM01,Pip,[1000km],0.1
ITA_IMP06,LVA_DEM01,Pip,[1000km],1.810376849
ITA_IMP06,LTU_DEM01,Pip,[1000km],1.635615336
ITA_IMP06,LUX_DEM01,Pip,[1000km],0.901408195
ITA_IMP06,NLD_DEM01,Pip,[1000km],1.15662409
ITA_IMP06,POL_DEM01,Pip,[1000km],1.173800927
ITA_IMP06,PRT_DEM01,Pip,[1000km],1.762131824
ITA_IMP06,ROU_DEM01,Pip,[1000km],1.081739929
ITA_IMP06,SVK_DEM01,Pip,[1000km],0.873834179
ITA_IMP06,SVN_DEM01,Pip,[1000km],0.429826848
ITA_IMP06,ESP_DEM01,Pip,[1000km],2.96182431
ITA_IMP06,ESP_DEM01,Pip,[1000km],1.323020487
ITA_IMP06,SWE_DEM01,Pip,[1000km],2.245694833
ITA_IMP06,GBR_DEM01,Pip,[1000km],1.672400351
ITA_IMP06,NOR_DEM01,Pip,[1000km],2.413172612
ITA_IMP06,CHE_DEM01,Pip,[1000km],0.538769047
LTU_IMP06,AUT_DEM01,Pip,[1000km],1.094178022
LTU_IMP06,BEL_DEM01,Pip,[1000km],1.387527557
LTU_IMP06,BGR_DEM01,Pip,[1000km],1.40171294
LTU_IMP06,HRV_DEM01,Pip,[1000km],1.260994519
LTU_IMP06,CZE_DEM01,Pip,[1000km],0.850051275
LTU_IMP06,DNK_DEM01,Pip,[1000km],0.873377036
LTU_IMP06,EST_DEM01,Pip,[1000km],0.384700681
LTU_IMP06,FIN_DEM01,Pip,[1000km],1.029418421
LTU_IMP06,FRA_DEM01,Pip,[1000km],1.778235244
LTU_IMP06,DEU_DEM01,Pip,[1000km],1.015074904
LTU_IMP06,GRC_DEM01,Pip,[1000km],1.809841039
LTU_IMP06,HUN_DEM01,Pip,[1000km],0.960759813
LTU_IMP06,ITA_DEM01,Pip,[1000km],1.635615336
LTU_IMP06,LVA_DEM01,Pip,[1000km],0.181193441
LTU_IMP06,LTU_DEM01,Pip,[1000km],0.1
LTU_IMP06,LUX_DEM01,Pip,[1000km],1.352192382
LTU_IMP06,NLD_DEM01,Pip,[1000km],1.249335366
LTU_IMP06,POL_DEM01,Pip,[1000km],0.464376289
LTU_IMP06,PRT_DEM01,Pip,[1000km],2.964647323
LTU_IMP06,ROU_DEM01,Pip,[1000km],1.058582679
LTU_IMP06,SVK_DEM01,Pip,[1000km],0.796719748
LTU_IMP06,SVN_DEM01,Pip,[1000km],1.206246963
LTU_IMP06,ESP_DEM01,Pip,[1000km],4.34885811
LTU_IMP06,ESP_DEM01,Pip,[1000km],2.60936411
LTU_IMP06,SWE_DEM01,Pip,[1000km],0.925082232
LTU_IMP06,GBR_DEM01,Pip,[1000km],1.71974654
LTU_IMP06,NOR_DEM01,Pip,[1000km],1.151344637
LTU_IMP06,CHE_DEM01,Pip,[1000km],1.445538709
POL_IMP06,AUT_DEM01,Pip,[1000km],0.629843591
POL_IMP06,BEL_DEM01,Pip,[1000km],1.037230525
POL_IMP06,BGR_DEM01,Pip,[1000km],1.129167345
POL_IMP06,HRV_DEM01,Pip,[1000km],0.816716889
POL_IMP06,CZE_DEM01,Pip,[1000km],0.389456516
POL_IMP06,DNK_DEM01,Pip,[1000km],0.746046974
POL_IMP06,EST_DEM01,Pip,[1000km],0.825260683
POL_IMP06,FIN_DEM01,Pip,[1000km],1.433973015
POL_IMP06,FRA_DEM01,Pip,[1000km],1.367186507
